,House ID,bathrooms,bedrooms,blessings,builder,capital_distance,date,dining_rooms,dock_distance,farm,garden,holy_tree,king_visited,knights_house_distance,location,market_distance,renovation,river_distance,sorceror_cursed,tower_distance
1096,1848891360.0,4.0,2.0,82.0,9.0,78.384126,-1.0,2.0,21.280491,0.0,1.0,1.0,-1.0,88.5488,4.0,27.631916,0.0,10.175239,1.0,20.744064
6320,1848891365.0,4.0,3.0,115.0,3.0,45.304074,-1.0,4.0,15.762203,0.0,1.0,1.0,-1.0,55.65247,2.0,26.935437,0.0,35.907649,1.0,169.748036
6321,1848891369.0,4.0,4.0,148.0,3.0,12.23608,-1.0,-1.0,51.39887,1.0,0.0,-1.0,0.0,22.256119,1.0,7.276777,0.0,8.962293,1.0,79.747601
6322,1848891372.0,4.0,4.0,130.0,3.0,30.402904,-1.0,4.0,14.077437,1.0,0.0,-1.0,0.0,41.075265,-1.0,14.792341,0.0,36.683266,1.0,128.877344
6323,1848891374.0,3.0,4.0,108.0,3.0,51.847992,-1.0,4.0,119.592472,1.0,0.0,1.0,0.0,62.051567,2.0,6.815296,1.0,13.089605,1.0,-1.0
6324,1848891380.0,2.0,-1.0,21.0,3.0,138.869038,-1.0,2.0,67.454048,1.0,0.0,1.0,0.0,149.543805,1.0,12.115414,1.0,52.927383,1.0,4.866857
6325,1848891383.0,3.0,3.0,74.0,3.0,-1.0,-1.0,2.0,61.976561,1.0,0.0,1.0,0.0,-1.0,3.0,14.428434,0.0,75.953029,1.0,48.933409
1003,1848891387.0,4.0,3.0,56.0,4.0,103.716512,-1.0,4.0,-1.0,1.0,0.0,1.0,0.0,113.989298,3.0,36.216495,-1.0,50.567691,-1.0,106.337363
1058,1848891390.0,4.0,4.0,134.0,8.0,25.542115,-1.0,2.0,2.773664,2.0,-1.0,-1.0,0.0,35.635654,3.0,45.946002,0.0,33.142086,1.0,209.371553
6326,1848891393.0,4.0,4.0,116.0,3.0,44.327793,-1.0,4.0,35.00988,1.0,0.0,-1.0,0.0,54.978459,3.0,-1.0,0.0,40.740714,1.0,12.873565
1097,1848891397.0,4.0,-1.0,86.0,9.0,74.039297,-1.0,2.0,20.353336,1.0,0.0,1.0,0.0,84.29778,3.0,63.304186,0.0,2.345272,1.0,122.651321
1098,1848891400.0,2.0,4.0,141.0,9.0,18.595435,-1.0,2.0,56.533175,2.0,0.0,-1.0,0.0,28.934722,-1.0,12.881228,0.0,7.540107,1.0,129.905086
6327,1848891402.0,3.0,3.0,134.0,3.0,25.533565,-1.0,2.0,28.151778,0.0,1.0,-1.0,-1.0,36.511738,1.0,116.099047,0.0,40.155628,1.0,83.938091
6328,1848891404.0,2.0,2.0,112.0,3.0,48.140265,-1.0,-1.0,26.259607,1.0,0.0,0.0,0.0,58.147295,3.0,23.844792,0.0,52.204233,0.0,107.98396
992,1848891409.0,2.0,2.0,149.0,5.0,11.391882,-1.0,3.0,19.887029,2.0,-1.0,1.0,0.0,21.665062,2.0,46.447908,-1.0,24.541945,1.0,151.195986
1110,1848891415.0,-1.0,4.0,103.0,1.0,56.748284,-1.0,-1.0,99.469632,0.0,1.0,1.0,-1.0,67.581136,3.0,32.159151,0.0,10.013534,1.0,29.444449
1059,1848891418.0,4.0,4.0,13.0,8.0,146.89803,-1.0,2.0,4.585432,1.0,0.0,1.0,0.0,157.192532,1.0,156.879435,1.0,76.752462,1.0,95.708243
1186,1848891424.0,4.0,2.0,119.0,-1.0,40.533045,-1.0,4.0,25.982211,1.0,0.0,-1.0,0.0,51.451864,4.0,88.491993,0.0,25.771474,1.0,76.959316
6329,1848891426.0,-1.0,4.0,125.0,3.0,35.233375,-1.0,2.0,31.934343,0.0,1.0,1.0,-1.0,46.191442,1.0,38.286996,0.0,8.335398,1.0,178.344397
1099,1848891429.0,3.0,3.0,142.0,9.0,18.046529,-1.0,3.0,21.535589,1.0,0.0,-1.0,0.0,28.346678,-1.0,-1.0,0.0,26.882178,1.0,14.005254
6330,1848891431.0,4.0,3.0,105.0,3.0,54.882642,-1.0,2.0,-1.0,2.0,0.0,1.0,0.0,65.606673,3.0,11.948667,0.0,3.358491,1.0,43.928773
6331,1848891433.0,2.0,2.0,121.0,3.0,38.703488,-1.0,3.0,52.362373,1.0,0.0,-1.0,0.0,49.508721,3.0,17.595237,0.0,17.052451,1.0,5.057581
1111,1848891436.0,3.0,3.0,74.0,1.0,-1.0,-1.0,-1.0,8.667507,2.0,0.0,1.0,0.0,-1.0,3.0,69.1352,-1.0,11.511841,1.0,99.459508
6332,1848891439.0,-1.0,3.0,94.0,3.0,65.962772,-1.0,4.0,54.551811,2.0,0.0,1.0,0.0,76.792921,1.0,88.188209,0.0,48.255121,1.0,147.685521
1004,1848891443.0,4.0,3.0,154.0,4.0,6.371315,-1.0,3.0,-1.0,1.0,-1.0,1.0,0.0,16.915328,1.0,12.555479,0.0,40.629334,1.0,90.692983
1100,1848891448.0,2.0,2.0,59.0,9.0,100.734142,-1.0,3.0,33.793032,0.0,1.0,-1.0,-1.0,110.861821,3.0,91.167934,0.0,66.04285,1.0,142.044331
1018,1848891450.0,2.0,2.0,79.0,0.0,81.084139,-1.0,2.0,-1.0,2.0,0.0,1.0,0.0,91.653781,1.0,74.97736,0.0,9.2796,1.0,76.09892
1005,1848891452.0,2.0,2.0,138.0,4.0,21.534519,-1.0,3.0,9.166107,1.0,0.0,-1.0,0.0,31.752171,2.0,102.360357,1.0,10.261109,1.0,135.318839
1006,1848891456.0,-1.0,4.0,134.0,4.0,25.779462,-1.0,3.0,0.068418,1.0,0.0,-1.0,0.0,35.789947,2.0,64.399737,1.0,26.254646,0.0,125.683515
6333,1848891458.0,-1.0,3.0,90.0,3.0,69.87207,-1.0,-1.0,40.262616,2.0,0.0,1.0,0.0,80.664808,1.0,36.896698,0.0,82.527555,-1.0,8.380713
6334,1848891462.0,3.0,4.0,119.0,3.0,41.258715,-1.0,2.0,18.699579,1.0,0.0,1.0,0.0,51.908996,3.0,17.303826,-1.0,93.462459,1.0,83.167902
993,1848891465.0,3.0,3.0,123.0,5.0,37.407549,-1.0,3.0,26.175046,1.0,0.0,1.0,0.0,48.154201,3.0,4.580108,0.0,21.795654,1.0,12.965634
6335,1848891469.0,3.0,3.0,136.0,3.0,24.058708,-1.0,4.0,46.108269,1.0,0.0,-1.0,0.0,34.660311,2.0,-1.0,1.0,51.631791,1.0,170.162255
6336,1848891473.0,4.0,2.0,124.0,3.0,36.050796,-1.0,2.0,45.107092,1.0,0.0,-1.0,0.0,46.774666,3.0,-1.0,1.0,22.285952,1.0,29.902217
6337,1848891478.0,3.0,3.0,93.0,3.0,66.789445,-1.0,3.0,41.836057,1.0,0.0,0.0,0.0,77.501276,3.0,32.689272,0.0,50.363607,0.0,98.063383
1112,1848891484.0,2.0,4.0,139.0,1.0,21.064576,-1.0,2.0,2.635161,1.0,-1.0,0.0,0.0,31.964087,4.0,41.044606,0.0,9.402908,0.0,193.168872
6338,1848891487.0,2.0,3.0,157.0,3.0,2.854075,-1.0,3.0,17.321581,1.0,0.0,-1.0,0.0,13.190987,3.0,15.142643,0.0,11.316295,1.0,39.428688
1064,1848891491.0,2.0,4.0,156.0,7.0,3.810925,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,14.786808,3.0,-1.0,0.0,18.371567,1.0,219.484575
1007,1848891493.0,2.0,3.0,128.0,4.0,32.064119,-1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,42.97231,3.0,-1.0,0.0,31.919842,1.0,162.04438
6339,1848891497.0,2.0,3.0,93.0,3.0,66.875781,-1.0,4.0,26.376434,2.0,0.0,1.0,0.0,77.26986,2.0,6.431912,0.0,51.22026,1.0,31.407074
6340,1848891499.0,3.0,4.0,94.0,3.0,66.184941,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,76.477841,2.0,54.943482,0.0,31.798908,1.0,50.864655
6341,1848891503.0,2.0,3.0,137.0,3.0,22.942508,-1.0,2.0,26.480183,1.0,0.0,0.0,0.0,33.214707,3.0,4.371705,0.0,1.5014,0.0,132.387794
1065,1848891505.0,4.0,2.0,159.0,7.0,1.449011,-1.0,2.0,7.267828,1.0,-1.0,1.0,0.0,11.590448,3.0,24.403875,0.0,71.1304,1.0,70.311303
6342,1848891507.0,2.0,3.0,140.0,3.0,20.143623,-1.0,4.0,-1.0,1.0,0.0,1.0,0.0,31.111673,3.0,95.260416,0.0,25.014924,1.0,85.22197
1187,1848891510.0,2.0,3.0,129.0,-1.0,31.122918,-1.0,3.0,109.346958,2.0,-1.0,1.0,0.0,41.281436,-1.0,100.5853,0.0,28.587957,1.0,87.53814
6343,1848891515.0,3.0,4.0,124.0,3.0,35.838509,-1.0,2.0,-1.0,0.0,1.0,-1.0,-1.0,46.736393,3.0,-1.0,0.0,14.328509,1.0,271.411838
6344,1848891519.0,3.0,4.0,112.0,3.0,48.299297,-1.0,2.0,93.675699,1.0,-1.0,1.0,0.0,59.103251,2.0,12.894112,0.0,14.258953,1.0,41.776483
1188,1848891523.0,4.0,4.0,142.0,-1.0,17.6671,-1.0,4.0,13.216672,1.0,0.0,0.0,0.0,28.327623,4.0,64.067371,0.0,76.207684,0.0,90.799543
1067,1848891529.0,4.0,3.0,74.0,6.0,-1.0,-1.0,2.0,72.757346,1.0,0.0,1.0,0.0,-1.0,3.0,68.807236,0.0,45.185154,1.0,68.285384
994,1848891532.0,3.0,4.0,153.0,5.0,6.985,-1.0,4.0,44.851598,1.0,0.0,1.0,0.0,17.050519,4.0,54.994035,0.0,5.287837,1.0,277.282458
1019,1848891538.0,4.0,2.0,136.0,0.0,24.347931,-1.0,4.0,93.404944,1.0,0.0,1.0,0.0,34.496839,3.0,12.232134,0.0,0.913569,1.0,46.123398
1060,1848891541.0,2.0,2.0,154.0,8.0,6.356119,-1.0,2.0,47.038352,1.0,0.0,1.0,0.0,16.419182,1.0,117.931075,0.0,32.817754,1.0,152.235389
6345,1848891547.0,4.0,2.0,116.0,3.0,43.908613,-1.0,3.0,-1.0,2.0,0.0,-1.0,0.0,53.996056,3.0,68.482548,-1.0,49.824408,-1.0,30.001967
1069,1848891550.0,3.0,3.0,74.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,1.0,0.0,-1.0,2.0,93.772519,1.0,2.594383,1.0,62.610033
1020,1848891553.0,3.0,2.0,149.0,0.0,11.301021,-1.0,3.0,7.094851,2.0,-1.0,1.0,0.0,21.435701,2.0,96.874062,1.0,2.837392,0.0,-1.0
6346,1848891555.0,3.0,2.0,74.0,3.0,-1.0,-1.0,2.0,25.593693,0.0,1.0,0.0,-1.0,-1.0,1.0,33.944757,0.0,51.015344,0.0,156.243055
6347,1848891558.0,2.0,3.0,142.0,3.0,17.924748,-1.0,4.0,44.193362,1.0,0.0,1.0,0.0,28.719658,3.0,23.825288,-1.0,7.550353,1.0,56.447167
6348,1848891563.0,4.0,2.0,47.0,3.0,112.516353,-1.0,3.0,14.859013,2.0,0.0,1.0,0.0,123.363725,1.0,74.048893,0.0,10.741696,1.0,134.2573
995,1848891565.0,4.0,4.0,73.0,5.0,87.317243,-1.0,3.0,35.355287,1.0,0.0,1.0,0.0,98.241167,4.0,125.384677,1.0,70.019971,1.0,137.898715
1068,1848891568.0,2.0,3.0,93.0,6.0,67.495277,-1.0,4.0,9.605199,2.0,0.0,1.0,0.0,77.77727,3.0,-1.0,0.0,26.221378,1.0,110.499446
1069,1848891572.0,2.0,3.0,105.0,6.0,55.165786,-1.0,2.0,12.739359,1.0,0.0,-1.0,0.0,66.002813,-1.0,-1.0,0.0,65.168671,1.0,55.380635
1070,1848891577.0,3.0,2.0,120.0,6.0,40.317204,-1.0,2.0,24.859172,1.0,0.0,-1.0,0.0,50.96329,2.0,28.211229,0.0,57.949311,1.0,84.666192
1101,1848891580.0,2.0,3.0,116.0,9.0,44.481069,-1.0,4.0,89.200194,1.0,0.0,1.0,0.0,55.233022,3.0,-1.0,0.0,8.459995,1.0,148.522547
6349,1848891583.0,3.0,2.0,111.0,3.0,48.904169,-1.0,2.0,6.252246,2.0,0.0,1.0,0.0,59.189663,4.0,15.449663,0.0,9.580673,1.0,41.61042
996,1848891587.0,-1.0,2.0,154.0,5.0,6.170823,-1.0,2.0,27.881116,1.0,0.0,1.0,0.0,16.86718,3.0,123.118467,0.0,1.810292,1.0,11.494769
1070,1848891589.0,2.0,4.0,69.0,2.0,91.261855,-1.0,2.0,21.419314,1.0,0.0,1.0,0.0,101.404455,3.0,113.762044,0.0,39.753686,1.0,166.799707
997,1848891594.0,-1.0,3.0,74.0,5.0,-1.0,-1.0,2.0,22.565275,1.0,0.0,-1.0,0.0,-1.0,2.0,21.596213,0.0,24.835133,1.0,135.930256
1061,1848891597.0,2.0,3.0,118.0,8.0,41.736398,-1.0,4.0,17.104648,2.0,0.0,0.0,0.0,52.550901,-1.0,46.195237,1.0,21.666681,0.0,63.84181
6350,1848891602.0,3.0,2.0,132.0,3.0,28.114045,-1.0,-1.0,39.45352,2.0,0.0,1.0,0.0,38.170634,3.0,24.98733,0.0,71.368096,1.0,42.416853
6351,1848891604.0,4.0,4.0,121.0,3.0,39.499822,-1.0,4.0,139.50587,1.0,0.0,1.0,0.0,50.248922,1.0,21.926001,-1.0,26.326608,1.0,87.341295
6352,1848891606.0,3.0,3.0,121.0,3.0,39.079005,-1.0,2.0,27.451282,1.0,0.0,1.0,0.0,49.743021,1.0,75.440055,1.0,79.003703,1.0,128.096125
1021,1848891612.0,4.0,4.0,141.0,0.0,18.541869,-1.0,3.0,45.494848,1.0,0.0,1.0,0.0,28.632679,3.0,56.550407,0.0,26.228037,1.0,31.882353
998,1848891618.0,3.0,3.0,69.0,5.0,91.466758,-1.0,2.0,38.456382,0.0,1.0,1.0,-1.0,101.728626,2.0,100.87887,0.0,61.544438,-1.0,2.253762
1066,1848891624.0,4.0,2.0,156.0,7.0,4.21967,-1.0,-1.0,14.170006,1.0,0.0,1.0,0.0,14.594956,1.0,42.946947,-1.0,23.117578,1.0,98.476044
6353,1848891629.0,2.0,3.0,74.0,3.0,85.866316,-1.0,4.0,79.835602,1.0,0.0,1.0,0.0,96.36496,2.0,67.378305,0.0,65.27166,1.0,54.001424
6354,1848891635.0,3.0,2.0,153.0,3.0,7.299103,-1.0,3.0,41.753452,1.0,0.0,1.0,0.0,18.298545,2.0,43.328293,0.0,54.040852,1.0,212.345452
1113,1848891641.0,2.0,2.0,154.0,1.0,6.323828,-1.0,2.0,43.378877,1.0,0.0,1.0,0.0,16.84936,-1.0,80.618193,1.0,98.72388,1.0,159.06254
1071,1848891647.0,3.0,2.0,71.0,2.0,88.8179,-1.0,3.0,8.147477,2.0,0.0,1.0,0.0,99.688784,3.0,33.529472,0.0,16.751833,1.0,128.883957
1008,1848891653.0,2.0,3.0,81.0,4.0,79.297454,-1.0,4.0,25.329744,1.0,0.0,-1.0,0.0,89.709603,2.0,32.403402,0.0,50.949594,1.0,177.173327
1072,1848891656.0,4.0,4.0,149.0,2.0,11.037474,-1.0,4.0,15.137162,2.0,0.0,1.0,0.0,21.535745,4.0,12.336924,0.0,18.320671,1.0,7.592119
6355,1848891658.0,3.0,3.0,97.0,3.0,62.528236,-1.0,2.0,5.260756,2.0,0.0,-1.0,0.0,73.219249,1.0,-1.0,0.0,6.62376,1.0,204.369981
1073,1848891662.0,4.0,4.0,133.0,2.0,26.534341,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,36.807411,1.0,13.047167,0.0,68.822639,1.0,41.955971
6356,1848891665.0,3.0,3.0,117.0,3.0,43.262311,-1.0,3.0,24.256105,1.0,0.0,1.0,0.0,53.703979,1.0,98.338638,1.0,4.329642,1.0,104.259067
1189,1848891669.0,4.0,2.0,97.0,-1.0,62.691535,-1.0,2.0,40.581284,2.0,0.0,0.0,0.0,73.421383,1.0,91.743553,0.0,49.202065,0.0,111.013422
1022,1848891672.0,2.0,-1.0,102.0,0.0,57.987447,-1.0,2.0,-1.0,1.0,0.0,1.0,0.0,68.949883,-1.0,63.432348,-1.0,13.117072,1.0,263.988052
1114,1848891674.0,4.0,2.0,74.0,1.0,85.78945,-1.0,3.0,-1.0,2.0,-1.0,1.0,0.0,96.208766,-1.0,3.928911,0.0,2.02573,1.0,181.524215
1067,1848891679.0,4.0,4.0,150.0,7.0,9.657208,-1.0,2.0,-1.0,1.0,0.0,0.0,0.0,20.040194,2.0,-1.0,1.0,7.557419,0.0,116.818953
1068,1848891685.0,2.0,2.0,102.0,7.0,57.727523,-1.0,3.0,41.870258,1.0,0.0,1.0,0.0,68.523526,3.0,33.252659,0.0,40.084317,1.0,165.633946
1009,1848891687.0,3.0,3.0,74.0,4.0,-1.0,-1.0,3.0,35.582357,1.0,0.0,1.0,0.0,-1.0,1.0,25.062142,0.0,10.817556,1.0,182.237474
1115,1848891693.0,4.0,4.0,144.0,1.0,15.607559,-1.0,-1.0,4.069774,2.0,0.0,1.0,0.0,26.151858,3.0,-1.0,-1.0,45.021411,1.0,21.15946
1190,1848891695.0,4.0,2.0,112.0,-1.0,47.603793,-1.0,2.0,13.982923,1.0,0.0,1.0,0.0,57.772255,-1.0,128.293592,1.0,62.462009,1.0,23.263999
6357,1848891700.0,2.0,4.0,62.0,3.0,98.367415,-1.0,4.0,59.887468,1.0,-1.0,1.0,0.0,108.685674,1.0,-1.0,0.0,2.479126,1.0,48.29989
6358,1848891704.0,4.0,2.0,92.0,3.0,68.494848,-1.0,3.0,1.690313,1.0,0.0,1.0,0.0,79.453091,-1.0,27.434809,1.0,36.818328,1.0,11.047752
1116,1848891708.0,4.0,4.0,87.0,1.0,73.19526,-1.0,3.0,127.266973,2.0,0.0,1.0,0.0,84.030003,1.0,41.309597,0.0,4.409989,1.0,195.887152
1117,1848891711.0,3.0,3.0,144.0,1.0,15.522216,-1.0,4.0,67.510738,0.0,1.0,1.0,-1.0,26.314152,4.0,6.906663,0.0,19.027361,1.0,137.263384
1191,1848891717.0,4.0,3.0,137.0,-1.0,23.113472,-1.0,2.0,22.337643,0.0,1.0,1.0,-1.0,33.865151,-1.0,15.895012,-1.0,42.547456,1.0,38.121146
999,1848891720.0,2.0,3.0,133.0,5.0,27.189611,-1.0,2.0,43.730818,2.0,0.0,-1.0,0.0,37.705628,3.0,65.521213,0.0,48.906344,1.0,19.088954
1023,1848891722.0,2.0,4.0,79.0,0.0,80.71363,-1.0,2.0,46.993149,1.0,0.0,1.0,0.0,90.737624,4.0,91.89361,-1.0,14.396278,1.0,85.341638
1024,1848891725.0,4.0,4.0,143.0,0.0,16.811908,-1.0,2.0,58.193686,1.0,0.0,-1.0,0.0,27.136757,1.0,123.925025,0.0,16.124125,1.0,177.69744
6359,1848891727.0,3.0,3.0,145.0,3.0,14.766145,-1.0,4.0,43.685896,2.0,0.0,-1.0,0.0,25.356154,2.0,13.573461,0.0,21.613027,1.0,189.465433
1000,1848891729.0,3.0,3.0,99.0,5.0,60.664631,-1.0,4.0,48.563463,2.0,0.0,1.0,0.0,71.293471,3.0,50.845415,-1.0,25.884017,1.0,12.758812
1025,1848891735.0,3.0,2.0,114.0,0.0,45.554167,-1.0,4.0,54.789473,2.0,0.0,1.0,0.0,55.658837,4.0,7.531878,0.0,29.703162,-1.0,120.593158
6360,1848891741.0,4.0,4.0,156.0,3.0,3.697591,-1.0,4.0,-1.0,1.0,0.0,1.0,0.0,14.409483,3.0,52.240606,0.0,9.451959,1.0,42.252554
1069,1848891744.0,3.0,2.0,73.0,7.0,86.716931,-1.0,3.0,28.896436,1.0,0.0,1.0,0.0,97.656499,-1.0,-1.0,0.0,30.880368,1.0,10.608192
6361,1848891748.0,2.0,3.0,110.0,3.0,50.344448,-1.0,4.0,46.193336,1.0,0.0,-1.0,0.0,60.516772,2.0,53.952425,-1.0,47.749281,1.0,114.598695
6362,1848891751.0,3.0,3.0,150.0,3.0,9.679096,-1.0,4.0,7.35586,0.0,1.0,1.0,-1.0,20.325712,-1.0,35.609365,1.0,36.623173,1.0,114.252913
6363,1848891755.0,2.0,2.0,106.0,3.0,53.867925,-1.0,-1.0,7.435785,2.0,0.0,0.0,0.0,64.134312,3.0,24.01473,1.0,14.535875,0.0,74.116661
6364,1848891760.0,4.0,3.0,154.0,3.0,5.865683,-1.0,2.0,8.426451,0.0,1.0,1.0,-1.0,16.851104,2.0,94.517037,0.0,22.978327,1.0,185.133168
1062,1848891766.0,4.0,2.0,105.0,8.0,55.465325,-1.0,4.0,53.177486,0.0,1.0,-1.0,-1.0,66.464681,2.0,124.463428,0.0,30.099167,-1.0,122.131859
6365,1848891768.0,2.0,4.0,154.0,3.0,5.744713,-1.0,2.0,117.822751,1.0,0.0,1.0,0.0,15.745401,4.0,59.92932,0.0,90.366084,1.0,279.683195
6366,1848891774.0,2.0,3.0,36.0,3.0,123.733898,-1.0,4.0,2.066177,1.0,0.0,1.0,0.0,134.395127,3.0,120.022959,0.0,13.520152,1.0,32.209265
1102,1848891777.0,4.0,4.0,139.0,9.0,21.004539,-1.0,3.0,14.876184,2.0,0.0,1.0,0.0,31.035972,4.0,4.683434,0.0,12.82036,1.0,50.353537
6367,1848891781.0,3.0,4.0,57.0,3.0,102.791132,-1.0,2.0,-1.0,1.0,0.0,1.0,0.0,113.164828,1.0,17.796152,0.0,50.174218,1.0,167.753253
1001,1848891786.0,2.0,4.0,79.0,5.0,80.991616,-1.0,4.0,7.269705,1.0,-1.0,1.0,0.0,91.712227,-1.0,7.735784,-1.0,45.961867,1.0,137.614491
1026,1848891790.0,3.0,3.0,76.0,0.0,83.805998,-1.0,-1.0,14.600796,1.0,0.0,1.0,0.0,94.80049,4.0,11.552,-1.0,19.038123,1.0,30.745238
6368,1848891793.0,3.0,4.0,123.0,3.0,36.80692,-1.0,3.0,38.268432,2.0,0.0,0.0,0.0,47.600893,-1.0,-1.0,0.0,47.269961,0.0,134.29094
1074,1848891798.0,3.0,3.0,14.0,2.0,146.320713,-1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,156.996421,4.0,-1.0,1.0,11.612729,0.0,22.620021
1010,1848891802.0,-1.0,2.0,146.0,4.0,14.081228,-1.0,2.0,41.929503,0.0,1.0,1.0,-1.0,24.723112,4.0,66.430112,0.0,30.312588,1.0,32.877162
1071,1848891806.0,2.0,4.0,157.0,6.0,3.015812,-1.0,3.0,6.911626,1.0,0.0,-1.0,0.0,13.194468,1.0,75.041061,0.0,82.569918,1.0,73.856092
1103,1848891810.0,2.0,2.0,150.0,9.0,9.916017,-1.0,3.0,53.567925,1.0,0.0,1.0,0.0,20.245809,-1.0,27.660436,0.0,40.942107,1.0,102.899792
6369,1848891812.0,4.0,3.0,154.0,3.0,6.173472,-1.0,2.0,6.526261,0.0,1.0,-1.0,-1.0,16.27938,1.0,18.61236,0.0,27.299276,0.0,80.089911
6370,1848891818.0,3.0,2.0,62.0,3.0,98.338743,-1.0,2.0,61.268681,1.0,-1.0,1.0,0.0,108.86209,3.0,38.398348,-1.0,24.23662,1.0,81.175462
6371,1848891823.0,3.0,4.0,114.0,3.0,45.618567,-1.0,4.0,43.621774,1.0,0.0,0.0,0.0,55.903067,3.0,72.893372,0.0,25.433407,0.0,129.863154
6372,1848891829.0,2.0,3.0,157.0,3.0,3.090369,-1.0,4.0,61.898408,1.0,0.0,-1.0,0.0,13.452126,3.0,68.450469,0.0,25.877105,1.0,81.683833
1075,1848891832.0,4.0,4.0,119.0,2.0,40.976579,-1.0,2.0,-1.0,2.0,0.0,1.0,0.0,51.375793,3.0,14.464501,0.0,12.235993,1.0,95.195131
1076,1848891837.0,2.0,3.0,140.0,2.0,19.782452,-1.0,3.0,75.12776,1.0,0.0,0.0,0.0,29.864814,4.0,84.440702,0.0,7.671608,0.0,68.783712
6373,1848891842.0,3.0,3.0,154.0,3.0,5.534633,-1.0,2.0,2.969,2.0,0.0,1.0,0.0,15.943776,3.0,39.628038,0.0,30.27619,1.0,50.725614
1118,1848891846.0,2.0,3.0,140.0,1.0,20.209016,-1.0,4.0,27.528789,1.0,-1.0,1.0,0.0,30.895053,2.0,27.690438,-1.0,3.652867,1.0,106.838949
1072,1848891849.0,3.0,3.0,142.0,6.0,18.043694,-1.0,-1.0,32.579944,1.0,0.0,1.0,0.0,28.140259,4.0,41.566224,0.0,0.674946,1.0,172.17795
6374,1848891854.0,2.0,2.0,86.0,3.0,74.213476,-1.0,-1.0,67.030296,1.0,0.0,1.0,0.0,84.390205,1.0,60.777199,-1.0,37.045916,1.0,119.477888
1119,1848891859.0,2.0,3.0,156.0,1.0,4.254152,-1.0,2.0,52.662799,1.0,0.0,1.0,0.0,14.625988,3.0,79.796552,1.0,53.935026,1.0,174.833712
1073,1848891864.0,4.0,3.0,91.0,6.0,68.681411,-1.0,3.0,53.97041,2.0,0.0,1.0,0.0,79.091607,4.0,35.480468,0.0,51.544492,1.0,136.923704
1120,1848891869.0,3.0,4.0,150.0,1.0,10.118198,-1.0,4.0,15.39264,1.0,0.0,1.0,0.0,20.5319,-1.0,52.673665,0.0,6.515675,1.0,65.808983
1074,1848891875.0,2.0,2.0,48.0,6.0,112.297864,-1.0,-1.0,45.257157,1.0,0.0,1.0,0.0,122.774138,2.0,118.754742,0.0,36.974082,1.0,160.946809
1070,1848891881.0,2.0,4.0,90.0,7.0,69.783932,-1.0,4.0,16.639651,1.0,0.0,-1.0,0.0,80.192816,3.0,39.871152,0.0,3.238317,1.0,99.128178
6375,1848891883.0,2.0,3.0,93.0,3.0,66.817042,-1.0,4.0,25.382658,1.0,0.0,-1.0,0.0,77.322434,4.0,88.126226,0.0,25.328411,1.0,66.642498
1011,1848891889.0,3.0,4.0,103.0,4.0,57.209497,-1.0,2.0,5.062099,1.0,0.0,-1.0,0.0,67.77393,2.0,-1.0,0.0,15.228849,0.0,146.037244
6376,1848891894.0,3.0,3.0,67.0,3.0,93.162206,-1.0,2.0,95.450123,1.0,-1.0,-1.0,0.0,103.810178,3.0,-1.0,1.0,40.501463,1.0,104.700024
1104,1848891897.0,4.0,2.0,144.0,9.0,16.190292,-1.0,2.0,68.286612,2.0,0.0,1.0,0.0,26.698351,-1.0,10.05831,0.0,0.14645,1.0,232.718386
1063,1848891903.0,2.0,3.0,137.0,8.0,22.567909,-1.0,2.0,98.065337,1.0,0.0,1.0,0.0,33.535782,3.0,35.39224,1.0,45.869826,1.0,13.785543
1192,1848891908.0,3.0,2.0,139.0,-1.0,21.3605,-1.0,2.0,27.526947,2.0,0.0,-1.0,0.0,31.75348,3.0,-1.0,0.0,46.478452,-1.0,-1.0
6377,1848891910.0,-1.0,3.0,145.0,3.0,15.176244,-1.0,4.0,60.268646,1.0,0.0,1.0,0.0,25.971722,2.0,4.678537,0.0,36.996957,1.0,78.61516
6378,1848891912.0,4.0,2.0,149.0,3.0,10.993807,-1.0,2.0,36.037586,1.0,0.0,1.0,0.0,21.221765,2.0,66.49796,0.0,27.967237,1.0,103.353148
6379,1848891916.0,2.0,2.0,85.0,3.0,75.40409,-1.0,4.0,27.5655,1.0,0.0,1.0,0.0,85.540515,1.0,-1.0,1.0,19.195434,-1.0,7.955922
6380,1848891922.0,4.0,3.0,73.0,3.0,86.965886,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,97.516571,3.0,50.909816,0.0,11.389639,1.0,25.408589
6381,1848891928.0,3.0,4.0,91.0,3.0,68.666874,-1.0,4.0,56.638725,1.0,0.0,1.0,0.0,79.433321,4.0,42.410653,-1.0,56.539561,1.0,64.58271
6382,1848891934.0,2.0,3.0,135.0,3.0,24.630321,-1.0,3.0,76.201947,1.0,0.0,1.0,0.0,35.412439,2.0,24.079722,0.0,36.539265,1.0,24.665552
1077,1848891940.0,2.0,2.0,149.0,2.0,11.05973,-1.0,4.0,10.78873,2.0,0.0,1.0,0.0,21.125625,3.0,1.526265,0.0,4.146163,1.0,118.379647
