,Golden_grains
1274,949002.9787067861
1275,981716.1812380744
1276,1036759.2646667062
1277,1055331.7415206272
1278,1557721.614817909
1279,1089205.1839879637
1280,1521593.7985232347
1281,1426522.4466795616
1282,1318548.8518288368
1283,1301363.8911572217
1284,1420884.1412743416
1285,1489211.0668485062
1286,1399358.3085818493
1287,1139391.8787567206
1288,1333159.1392330017
1289,1307763.02035898
1290,1250422.8590158839
1291,1397639.793203989
1292,1244799.5445493716
1293,1100201.892481375
1294,1301930.0044943742
1295,1413124.9373863984
1296,1402386.3415865365
1297,1237543.6057266043
1298,1443383.6664950743
1299,1200140.3621336492
1300,1278772.3773027717
1301,1064495.7830584866
1302,1007583.2449509773
1303,1357208.879159908
1304,1483071.920920288
1305,1445421.8710187313
1306,1365935.707656986
1307,1416339.3408454973
1308,1495957.0942561284
1309,1145637.4770230604
1310,1525302.5689755525
1311,1410735.047291555
1312,1064938.5745394884
1313,1389453.4826684615
1314,1396162.403066557
1315,1347311.6835500353
1316,1389147.29295948
1317,1205858.5006154547
1318,1456698.5193559008
1319,1535629.3012197923
1320,1355687.6355266962
1321,1169393.6356827884
1322,1493681.8780911705
1323,1172484.1973597452
1324,1043689.5057368778
1325,1427224.9177860292
1326,1469522.6801929153
1327,1318285.2991112508
1328,1301822.1041919193
1329,1369698.5621690094
1330,1224844.872369863
1331,1474676.499362949
1332,1128432.994414988
1333,1213865.9603425213
1334,1416813.7954526625
1335,892712.064395041
1336,1463661.3751266769
1337,1418189.371544
1338,1351167.7369561777
1339,1465859.7138952098
1340,1415797.5464298208
1341,1533807.7688235263
1342,1330568.513064518
1343,1353592.0821284265
1344,1265727.4879203741
1345,1262215.5410398934
1346,1155157.9851618123
1347,1404790.9515509887
1348,1489042.3100433424
1349,1326586.301448232
1350,1474666.4661811718
1351,1136399.6828964907
1352,1408288.883932395
1353,1010731.9559974758
1354,981406.5153698185
1355,1135849.3061237182
1356,1435599.1693616924
1357,1422468.665861971
1358,1441508.4333591715
1359,1137248.0553437378
1360,1209995.5774889386
1361,1255339.9737395372
1362,1172103.0684429505
1363,1000461.8417961883
1364,1359682.5315851069
1365,1294413.2322709674
1366,971146.5469594474
1367,1529197.659478466
1368,1258734.1727032003
1369,1244180.675021771
1370,1441311.8780217962
1371,1106442.9737527182
1372,1526886.1922091674
1373,1231606.958996981
1374,1409484.6688082558
1375,1406580.2998243796
1376,1344068.6893453405
1377,1448953.66056937
1378,1112992.2009651347
1379,1495418.2096778094
1380,1413087.4785278556
1381,1145185.7956839523
1382,1457306.0847322198
1383,1284344.0432131246
1384,1368829.7683575829
1385,1077972.9078083816
1386,1388361.5534565037
1387,1133317.6508618526
1388,1215829.3828230551
1389,1372329.71219006
1390,1430901.6902687193
1391,1018426.941552558
1392,1588901.7633161936
1393,1005042.2758028599
1394,1267867.1208072223
1395,1220410.1116135744
1396,1516706.942055755
1397,1219503.5903719647
1398,1211378.7317656444
1399,1279703.081758579
1400,1479631.4651196143
1401,1271837.8059978138
1402,1509224.9267792914
1403,1486192.0498310567
1404,1161435.0278352
1405,1467501.4520767133
1406,1243024.0414321027
1407,1389772.864006928
1408,1372660.3166866393
1409,1215568.1385512706
1410,1475575.2025187057
1411,1444923.5143615715
1412,1230509.941538895
1413,895502.4702782677
1414,1449228.3645811346
1415,1368410.7888785661
1416,1459799.3207576817
1417,1392756.6043050413
1418,1367589.4341150438
1419,1484582.8947699533
1420,1225558.6653519094
1421,1293010.095178007
1422,1266305.6798966313
1423,1395810.1670964938
1424,1229568.0959657463
1425,1364778.2941619325
1426,1512699.9219625506
1427,1523582.2692970328
1428,1439593.8452801257
1429,1163876.7716369682
1430,1334975.4497947467
1431,1040341.944007552
1432,1163103.3652981746
1433,1461656.944500507
1434,1502100.0106525833
1435,1405508.3645070915
1436,1425490.544701896
1437,1424350.4127963395
1438,1112937.9381549896
1439,1544417.0519783737
1440,1364855.3025631213
1441,1445596.8594028815
1442,1001932.6164622325
1443,1299408.161974865
1444,1428867.679326209
1445,1302667.6455621745
1446,1252920.7736752995
1447,1468354.4919168965
1448,1052713.9833306256
1449,1174058.3022541725
1450,1345478.0835278148
1451,1465848.6975411898
1452,1355400.9809514026
1453,1204136.4443492312
1454,1427675.7027758139
1455,1301051.962552458
1456,1428191.4109580207
1457,1467265.5031109357
1458,1257833.024261955
1459,1437112.0143313112
1460,978661.9714438106
1461,1158746.1785384035
1462,1455104.7593838624
1463,1198244.5331293228
1464,1264881.6679782262
1465,1482101.0723792044
1466,1320504.980734918
1467,1221310.3443062524
1468,929090.3401824948
1469,930668.2150464494
1470,1434981.3210992943
1471,1415747.9161947193
1472,1145296.8804588104
1473,1427091.0860737292
1474,1125986.1123041932
1475,1442780.6988766233
1476,1091054.1130243484
1477,1263864.9002120043
1478,1013856.3888967609
1479,1461607.7500168032
1480,1288546.4446025596
1481,1340013.3030166137
1482,1491578.497521472
1483,1401281.6176818092
1484,1008886.4976179438
1485,1245636.584615903
1486,1571724.1266603773
1487,1097106.1025723612
1488,908542.1361386493
1489,1081849.807411468
1490,1255743.697524588
1491,1081978.5858260912
1492,1414989.886004013
1493,1499596.5087715916
1494,1487655.339327591
1495,1334405.4714101714
1496,1117248.3379520401
1497,1366954.8367111417
1498,1499731.020585541
1499,1051928.8997676517
1500,1387311.5886432282
1501,1275272.292819272
1502,1418000.02029358
1503,1502951.4977928393
1504,1477457.6299265916
1505,1184727.6367636055
1506,971173.402032529
1507,1369953.839736703
1508,1136404.774749305
1509,1456895.3229752416
1510,1057707.7796411824
1511,1127460.8063956252
1512,1030784.2648467505
1513,906954.2220382163
1514,1260610.136218285
1515,1382827.3505622637
1516,1029929.7906049928
1517,1275976.7819544561
1518,921684.2433063589
1519,1004713.3032172581
1520,1177061.220851279
1521,1292191.7448551862
1522,1426265.8729691938
1523,1417919.8054260039
1524,1477713.6166023223
1525,1520116.8852010132
1526,1102073.0528681157
1527,1363529.5819647098
1528,1388295.4968073096
1529,1417933.2032369408
1530,1282912.6525858617
1531,1439465.148925186
1532,1433505.6910900357
1533,1309776.1696257824
1534,1422972.721749661
1535,1406618.2028862976
1536,1335503.7076482018
1537,1412862.655499747
1538,1476408.4027479684
1539,1541003.1545859056
1540,1451532.5142871037
1541,1381338.76090837
1542,1203754.6912611525
1543,1331945.681463923
1544,1415979.7585282645
1545,942226.7047013219
1546,976511.7729070367
1547,1162719.5455445321
1548,1354593.1585277668
1549,1377902.655523944
1550,1215973.3298178655
1551,1183526.4384353817
1552,931438.5035584639
1553,1411942.2811364066
1554,1268833.5425765633
1555,1484490.83485661
1556,1530522.34408897
1557,1223047.3831735302
1558,1388668.9913957606
1559,1179101.5852961487
1560,1166437.2279900422
1561,1333852.8762807255
1562,1577048.3763595314
1563,1345035.2728881447
1564,1247063.2026453456
1565,1323672.4134587946
1566,1161146.0579216743
1567,1565088.5239732172
1568,1392338.4027816288
1569,1251118.4517231623
1570,1367338.9256357255
1571,1276306.8950605977
1572,1290738.7612160589
1573,1506542.8139216069
1574,1324768.2660988974
1575,1437014.1007304208
1576,1402444.6095463752
1577,1387426.7466051076
1578,1197618.4144846057
1579,1431068.1788322853
1580,1098286.9984754717
1581,1462940.8743388767
1582,1387727.9360890198
1583,1392468.8478881419
1584,896054.8313154838
1585,1417468.6992803095
1586,1277747.975640957
1587,1522774.5377034105
1588,1430084.7448630629
1589,1278894.2305130921
1590,1420886.974957922
1591,934104.9758370456
1592,1371444.5250689536
1593,1454409.112299539
1594,1389834.8851706595
1595,1348411.2876953376
1596,1188394.5992883598
1597,1620507.4400610388
1598,949517.059293333
1599,1048711.8308572953
1600,1213206.9322150054
1601,1445256.0709458322
1602,1183765.3005043042
1603,1323518.4118768892
1604,1128013.6199459287
1605,1534004.7297855588
1606,1378188.3755100784
1607,1200581.702553206
1608,1274332.8062403456
1609,1460337.0347943108
1610,944478.9142905897
1611,1110311.1750126702
1612,1385834.4493407696
1613,1338125.0716519856
1614,1237793.6234577934
1615,1365271.167505007
1616,1496852.1525482922
1617,1418776.9101617811
1618,1029799.9029910675
1619,1579266.7820815619
1620,1490171.1263308353
1621,1483842.7921624659
1622,1422129.1619552555
1623,1462715.745612544
1624,1108884.4421282979
1625,1301799.358063626
1626,1145443.9847718922
1627,1515288.5225465095
1628,1275028.6618258983
1629,1477379.1997883131
1630,1253288.0119787147
1631,1245303.6890811278
1632,1247758.1873039545
1633,1242709.0726607023
1634,1441919.5637349398
1635,1478714.1310587507
1636,1284420.9641386534
1637,1425980.3267459115
1638,1401436.5777409456
1639,1171935.3493526557
1640,1433735.9174357746
1641,1226964.1894597756
1642,1371268.2591576308
1643,1241669.5260162442
1644,1434571.3450759898
1645,1432757.106000094
1646,1254221.9347542517
1647,952496.9169502412
1648,1361259.5001881842
1649,1310146.4364676261
1650,1443683.9254164633
1651,1421106.3612632118
1652,1224024.8371122712
1653,919322.2184152977
1654,1271704.9256795694
1655,1556147.3806521406
1656,1117674.1254251893
1657,1006922.7970409992
1658,1233628.1265321411
1659,1004741.1498946629
1660,1510899.9388984675
1661,1059500.8458413945
1662,1289707.3478077122
1663,1273021.8470347526
1664,1478772.431490913
1665,1521434.1281923589
1666,1278105.763046462
1667,1438589.2972030265
1668,1486172.9747818597
1669,1385147.762028129
1670,1465021.9749895087
1671,1328412.4379403777
1672,1527894.6224481014
1673,1290800.2995701085
1674,1474452.4121651477
1675,1112984.0803246694
1676,1322997.9783531062
1677,1259984.9144193444
1678,1481768.39463133
1679,1240653.267970355
1680,1119637.29020361
1681,1042102.9964944175
1682,1446153.6232503133
1683,1266066.5434066344
1684,1480938.5699152807
1685,1484550.6091662978
1686,1281116.863860021
1687,1525680.0140275515
1688,1190950.723403595
1689,1379317.1014547881
1690,1478596.1298150013
1691,1298608.741364453
1692,1360009.5317915694
1693,1250317.9345494313
1694,1361162.1793127463
1695,1452862.1867376217
1696,1499388.8628377086
1697,1122782.3666823462
1698,1300067.0991931271
1699,1067119.0542412235
1700,983949.8866871746
1701,1325898.7553344583
1702,1340241.195775362
1703,1483814.868753855
1704,1352194.4278789952
1705,1480484.6816389044
1706,1403778.0750904977
1707,1580418.9989973276
1708,1364543.6455471364
1709,1426962.3019403315
1710,1442556.743257788
1711,1483391.390564207
1712,1394340.165634504
1713,1017349.5902486223
1714,1114136.0097726223
1715,1220518.2495631226
1716,1315962.0683771775
1717,1379502.9576553453
1718,1280674.7918394648
1719,1386168.0372209381
1720,1394930.8256816044
1721,1424809.3891785436
1722,1334139.8945384142
1723,1336892.7630992173
1724,1287036.607572447
1725,1369495.156989397
1726,933169.6181357893
1727,1436990.4703523393
1728,1173702.1010341318
1729,1383108.5942995686
1730,898115.1063584982
1731,1320463.045732294
1732,1513292.0664888436
1733,1484343.3879256044
1734,1405887.2262198732
1735,1434052.1880306886
1736,1469826.2679208736
1737,1125179.1509246666
1738,1386947.1827548
1739,1541551.4421137
1740,1466382.0954112024
1741,1170876.0869538106
1742,903854.98298151
1743,1366427.9784351627
1744,1444811.032295581
1745,1342890.779335327
1746,1500165.2033064042
1747,1123206.987125015
1748,1521559.4012726322
1749,1327342.1039346165
1750,1401483.2787191658
1751,922747.2289251281
1752,981187.0211317496
1753,1291268.0078023106
1754,1080892.5920194408
1755,1219991.0476149963
1756,1435351.9609429361
1757,1380224.9231255848
1758,1360957.5633766537
1759,1282978.734244363
1760,1359236.0364387112
1761,1398966.6616243443
1762,1453047.695048385
1763,1394729.4844769672
1764,1371617.823333093
1765,1429451.9501308575
1766,1375721.1024075982
1767,1296942.7825400617
1768,1454958.4751479223
1769,1130754.9915268866
1770,1336652.803303654
1771,839833.9316024343
1772,1297227.4423549923
1773,1206107.3998516386
1774,1357911.2070718645
1775,1565920.355895031
1776,1121180.2765925361
1777,1361287.0031973666
1778,1165291.991161996
1779,1258929.2248164415
1780,1208060.0779898046
1781,1425983.4690967393
1782,1293399.8973342732
1783,1491356.01983155
1784,1291641.0785479445
1785,1453963.8393204391
1786,1496443.8871645182
1787,886599.8373375138
1788,1057178.7972671248
1789,1388258.8387682838
1790,1184798.2467398471
1791,1557755.1172286177
1792,1027924.1761229703
1793,1110773.438080601
1794,1124090.056592437
1795,1429348.8098154494
1796,1374375.188202095
1797,1527198.8616229156
1798,1264573.0030640068
1799,1444018.7297349204
1800,1465598.8469556398
1801,1331810.0588336126
1802,1278890.1137033445
1803,1352002.445390643
1804,1395188.416883192
1805,1302068.8711563812
1806,1228967.8148173552
1807,1254456.5393418544
1808,1405379.4749078283
1809,1455575.8566651086
1810,1364087.2989468176
1811,1200385.109511034
1812,1370803.0089079035
1813,1442847.9439344434
1814,1043137.3808794864
1815,1229553.789189871
1816,1035108.7151548684
1817,1410229.6585932954
1818,1420921.5026225217
1819,1441149.1926481028
1820,1322613.9025358958
1821,1386539.813739216
1822,1130952.4363350908
1823,1273595.4767426276
1824,1440905.2410981348
1825,1240076.3356137362
1826,1297716.696806364
1827,1060716.0370177228
1828,1488222.5082184565
1829,1445864.9890067156
1830,1418029.1136093843
1831,1328483.0181118373
1832,1490137.9015303785
1833,1414148.0411601516
1834,1364298.8898689486
1835,1282289.3513755915
1836,1353200.3688074525
1837,1225246.3324225647
1838,1453416.8411261907
1839,1391394.1152947857
1840,1388883.8016315387
1841,1478749.92297233
1842,1474278.6912323923
1843,1161204.0101227076
1844,1333952.2136302397
1845,1338424.2226837962
1846,1246578.0842654994
1847,1267290.0550787884
1848,1057392.3018789566
1849,1472257.3919741276
1850,1217878.6148130868
1851,1383640.2316320408
1852,1431355.8376345648
1853,1332361.7426510965
1854,1361316.9055122898
1855,1516954.0835330025
1856,1447273.5499113174
1857,1188545.5124478382
1858,1375090.447363951
1859,1129433.923054041
1860,936626.7716361082
1861,1442517.0392643744
1862,1065574.483076361
1863,1383122.38728623
1864,1385343.3997994792
1865,1253960.1638829382
1866,1362091.0278500838
1867,1445147.463637248
1868,1500496.6336579192
1869,1491205.159643156
1870,1282517.2616058546
1871,1517172.3142118505
1872,1514053.032598354
1873,1310148.3244619758
1874,1215074.66019545
1875,1088271.2176613489
1876,1342813.2580467649
1877,1264579.8104929796
1878,1391421.828378782
1879,1410172.474607902
1880,1460801.6625400963
1881,1413876.3137217008
1882,1283813.4002442139
1883,1388171.3216312397
1884,875089.4397061886
1885,1511905.7445454735
1886,1281689.730162695
1887,1256612.1819998473
1888,1390224.263712323
1889,1452165.502155645
1890,1374924.8611234652
1891,1402529.860830024
1892,1354488.6153230704
1893,1467518.5047741605
1894,1109671.2029815475
1895,1447886.029924974
1896,1358621.6640798282
1897,1411793.9211211044
1898,1055165.6435272659
1899,1380059.941051796
1900,1543925.2708620275
1901,1410915.9729349036
1902,1278311.1416238658
1903,1153044.15323888
1904,1183326.8107611919
1905,1383053.71522838
1906,1391762.3559721124
1907,943738.7692512308
1908,1498279.9401097072
1909,1381505.4163487542
1910,1278572.9330525992
1911,1066310.5569074717
1912,1426788.1024563522
1913,959869.2841528138
1914,1407372.4227579234
1915,1274128.4985339025
1916,1284153.9152878525
1917,1218666.8937731474
1918,1207936.0864785025
1919,1280197.7765309296
1920,843454.957299236
1921,1339397.3725936685
1922,1443331.1108251868
1923,1407481.8526590313
1924,1480816.8773556838
1925,1221489.3211980236
1926,1407610.3501790417
1927,1345984.770499572
1928,1462462.5994421388
1929,1139499.6316782315
1930,1329202.113023593
1931,1530509.4803836606
1932,1178803.1210573604
1933,1415013.5499033951
1934,1207402.5408744507
1935,1256511.9021459408
1936,1374861.9513706567
1937,1420630.6449938682
1938,1387757.0397622983
1939,1376762.8194075732
1940,1389361.6735902736
1941,1396617.0664743688
1942,1502621.0894641015
1943,1010054.6407368168
1944,1363311.8097488882
1945,1161839.847075934
1946,1467798.5155095116
1947,1315320.9218440603
1948,1266690.0041805627
1949,1152137.4641208411
1950,1088514.44074942
1951,1460458.4297772923
1952,1354642.8579403157
1953,1184471.6609778402
1954,1522004.061564079
1955,1523068.9962678126
1956,1203810.3417556554
1957,1450825.357517918
1958,1108495.4960140144
1959,1348244.6333655578
1960,1515616.4550743075
1961,1194761.990722745
1962,1531032.9758499674
1963,1345642.9524760393
1964,1441394.5093427459
1965,1152640.209970994
1966,1436470.7005026669
1967,1421454.122197195
1968,906830.1460435676
1969,1359249.5415690322
1970,884827.2360925806
1971,1071424.5806846342
1972,1278250.1317453498
1973,1461056.8715435509
1974,1470312.6680766088
1975,1271007.7340007501
1976,1241254.6390763689
1977,1284855.919047089
1978,1175109.1659514962
1979,1335627.1612729991
1980,1411079.4108314426
1981,1140771.8316218746
1982,1443416.256492333
1983,1397129.181277426
1984,1436258.7277384493
1985,1471070.6778941352
1986,1346526.3738536905
1987,1355628.1228500502
1988,1082504.3065783214
1989,1169408.6326825775
1990,1391719.1138869585
1991,1405839.9787853884
1992,1039635.7609255542
1993,1419275.7095593552
1994,1357832.7790835416
1995,1422680.3861461536
1996,1366718.106181276
1997,1274516.8878448077
1998,1407133.7629383462
1999,1359730.0741798345
2000,1273312.2014906763
2001,1442888.0240176534
2002,1480703.3795210142
2003,1235117.334785076
2004,1507443.892955215
2005,1412679.230802048
2006,1349485.945510566
2007,1340847.8105718214
2008,1400388.3169259275
2009,1183560.6417823683
2010,1396663.3537111324
2011,1477643.3360085138
2012,1037464.1478278952
2013,1404470.267561924
2014,1547829.3769190167
2015,1435305.144849696
2016,983842.4162315399
2017,1499001.2465044318
2018,1265677.0986471165
2019,1389010.2723206186
2020,1410757.3571611657
2021,1247754.9092132426
2022,1059327.3995373992
2023,1275544.958700254
2024,1170937.427939531
2025,1102642.9927726325
2026,1339359.981975131
2027,1471716.6394257427
2028,1405026.0665419356
2029,1289716.4294208924
2030,1208530.0832553294
2031,1475220.6947827053
2032,1433445.1173928399
2033,1267742.0532690617
2034,1225224.6957999256
2035,1123131.7715667728
2036,1347952.9155157907
2037,1358129.260995029
2038,1392070.0854313232
2039,1312345.4448912963
2040,1456906.209527845
2041,1280899.7134570044
2042,1433060.50653406
2043,1425477.1522257943
2044,1079391.6525582846
2045,1285526.9429507726
2046,1278914.491373955
2047,1453318.963741424
2048,1033575.9555569445
2049,1395062.827241739
2050,1382017.2687602984
2051,1468304.6527396827
2052,1407483.8069524653
2053,1377116.487704428
2054,1462730.8377646168
2055,1418024.3608176836
2056,1422235.291114471
2057,1113813.1531323937
2058,1547135.4292051168
2059,1312931.6522869235
2060,1538857.4247271898
2061,1548848.4300401884
2062,1199474.0577168274
2063,1411497.0962493455
2064,1122792.4043447322
2065,1493925.8641961657
2066,1383712.616755863
2067,1363038.8945255065
2068,1489262.5250009657
2069,1160264.0253730086
2070,964181.2892234881
2071,1214869.531800326
2072,1174455.916614364
2073,1055967.740639761
2074,1358802.011850539
2075,1335217.3558808425
2076,1250285.7785744464
2077,1285939.5299881785
2078,1383174.4054323763
2079,1311041.27694
2080,1061238.9518829498
2081,1428612.2271031465
2082,1487653.6439301046
2083,1455994.5727968197
2084,1462143.837841013
2085,1036281.0151387894
2086,1406193.3845717828
2087,1256378.4841442136
2088,1253298.6680850335
2089,1323685.1813883048
2090,1269974.1424362513
2091,1151117.865406368
2092,1413255.916204885
2093,1483363.3055197902
2094,1452342.35964669
2095,1090195.9116025034
2096,1371129.0367116781
2097,1279492.8690926093
2098,977779.1592680796
2099,1161682.2360172947
2100,1252379.5849250779
2101,1330844.7367869697
2102,1367933.274095999
2103,1442250.8067775234
2104,1469102.9160120275
2105,1468155.1496391606
2106,1285917.1160453537
2107,1005923.8913075409
2108,1474631.6121156793
2109,1219618.6332977172
2110,1179059.3056078851
2111,1229482.3957946338
2112,1204463.124890649
2113,1511322.2637246323
2114,1474431.2005395058
2115,1538827.203209572
2116,1147103.653927762
2117,1345929.5241376464
2118,1448813.3255286422
2119,1136674.9038698531
2120,1406329.4426163454
2121,1449320.1403100356
2122,1125465.523198245
2123,1436912.7821376666
2124,1398520.5662481645
2125,1411042.3350436436
2126,1014740.5633591104
2127,1264577.2532294248
2128,1298302.5517935194
2129,1081020.6209653735
2130,1381964.5612636372
2131,1452813.7791237207
2132,1482408.9310291936
2133,1134485.071705856
2134,1320508.5959347729
2135,1102689.3547958964
2136,910669.1116209993
2137,1242528.278964404
2138,1435889.2040220087
2139,1198643.338219394
2140,1229918.2312229758
2141,1411373.0987953553
2142,1327840.711475385
2143,1150756.918471863
2144,1222929.1024122713
2145,1254318.4449057789
2146,1264288.9873359664
2147,1489583.7588250043
2148,1361657.1026186375
2149,1349843.8042689508
2150,1443754.4043306406
2151,1294978.1216461386
2152,1415068.927613124
2153,1307034.1491808293
2154,1188153.2942717415
2155,1376462.210620333
2156,1271298.5403755351
2157,1002474.6455142593
2158,1361801.105353496
2159,1248676.079205594
2160,1154029.8197809923
2161,1349485.3876820426
2162,1486374.3054671988
2163,1303798.6813182635
2164,1509604.1246714583
2165,1078293.9303833758
2166,1443732.5952123553
2167,1404427.3916376368
2168,1469443.2506575084
2169,1435241.9513365051
2170,1499503.0776541447
2171,1436669.8729830978
2172,1363938.7548951327
2173,1551244.0155616675
2174,1233961.2142385638
2175,1242569.2082806262
2176,1152048.736810965
2177,1174964.3464788247
2178,1479101.911965791
2179,1239791.9673073331
2180,1400197.5918994136
2181,1112663.3403448965
2182,1465358.2131446586
2183,1386507.9571885567
2184,1437829.0499042557
2185,1457993.070169105
2186,1279912.1713071538
2187,999131.381184989
2188,1419745.5416264345
2189,1395574.9300391537
2190,1144618.957523705
2191,1525727.4623685032
2192,1246773.4742879716
2193,1233938.1660171477
2194,923125.6784403404
2195,1470340.9539298255
2196,1365063.3934187742
2197,1468619.0261208373
2198,1518012.0878891337
2199,1326145.372016311
2200,1273695.9494347724
2201,1019706.6394857954
2202,1153010.5445317228
2203,1477893.8371529921
2204,1026171.9548159279
2205,1426269.061190766
2206,1281322.1201662405
2207,1363867.1803228825
2208,1344302.088745532
2209,1081257.4303030267
2210,1157704.3046778287
2211,1472396.2927948502
2212,1045353.3336403214
2213,1315118.7911793147
2214,1257060.373403801
2215,1412785.5672288565
2216,1443315.4022364547
2217,1395149.1845693593
2218,1253686.5559465457
2219,1438123.387388099
2220,1253268.382500293
2221,1421634.4039536726
2222,1057143.872137184
2223,1225348.5541478605
2224,1462050.5394840667
2225,1466930.5153573244
2226,1400890.5777971111
2227,1327087.5795569483
2228,1427000.8642498017
2229,1260502.245265183
2230,1491085.0745848794
2231,1415982.025571559
2232,1366253.9579114544
2233,1453289.816409866
2234,1457116.8248980667
2235,1268982.819150926
2236,1420583.4670394673
2237,1327178.6561291665
2238,1538956.0860516406
2239,1552275.36770954
2240,1410352.6533799479
2241,1348398.5820594917
2242,1096009.3803720307
2243,1358146.4895452715
2244,1125616.8601119143
2245,1224814.5824596204
2246,1507430.039565576
2247,1150000.3717055316
2248,1324865.7458504671
2249,1408930.8823694845
2250,1409352.6180959246
2251,1268100.2457500815
2252,1435308.1862508936
2253,1332268.9638999023
2254,1422843.6940934344
2255,1114521.2793152584
2256,1531878.6004808235
2257,1335741.0203896603
2258,1346409.390278748
2259,1278219.0395632167
2260,1267814.7258713758
2261,1132319.1480705945
2262,1302217.7232176056
2263,1234890.1373732053
2264,1489945.0793642136
2265,1399340.7980821792
2266,1396901.7418398291
2267,1458844.6035657362
2268,1382735.7533714054
2269,1098536.4971983104
2270,1455850.6316572998
2271,1371301.271632575
2272,1096661.8642897692
2273,1495969.2840664864
2274,1087235.4334059677
2275,1095819.7878883448
2276,1391131.7055156974
2277,1043267.9726387257
2278,1205375.108380192
2279,1038939.0945631778
2280,1399753.0049997505
2281,1411458.332196492
2282,1262195.8225870617
2283,1169056.3413909182
2284,1591924.156155405
2285,1346553.807228917
2286,1177508.1172078191
2287,1511777.3150505507
2288,1273179.3752433837
2289,1444407.402571527
2290,1165507.1206165554
2291,1408034.1518508785
2292,1527987.4909005978
2293,1042737.6853356548
2294,1484896.3237542468
2295,933496.1601096898
2296,1059989.0935072473
2297,1100416.178556828
2298,1265834.1302360976
2299,1221807.084655704
2300,1540117.9857180682
2301,1453907.2806042128
2302,1303945.150310832
2303,1468437.9297478306
2304,1374356.5293553486
2305,1361272.2178585636
2306,1103245.5538966719
2307,1094990.2209999843
2308,1393431.7752038797
2309,1447763.154313071
2310,1267295.5283761893
2311,1465410.0426748064
2312,1498017.9015814865
2313,1429294.1196372253
2314,1386057.18293581
2315,1446574.4214811635
2316,1285628.8812870013
2317,1303625.3000987193
2318,1246434.1071360453
2319,1322887.1628907605
2320,1412725.7019811163
2321,1493651.5123452996
2322,1478900.4671024536
2323,1141131.1008021608
2324,1415524.8660179372
2325,1488059.4646797609
2326,1355724.6076825596
2327,1359760.3957925157
2328,1161051.9785708534
2329,1209619.489965512
2330,1427603.7775269873
2331,1365872.4380347147
2332,1261726.219197509
2333,1450727.063039888
2334,1496941.625808629
2335,1113010.1103884792
2336,1410690.1324886999
2337,1080674.6926237065
2338,1189196.8031346346
2339,1417013.8899921891
2340,1482197.8676926591
2341,855959.3314970018
2342,1372265.8744621743
2343,1479661.7759532426
2344,1060069.6116332705
2345,1393322.3067822685
2346,1299105.119537299
2347,1489568.208736913
2348,957144.2826098679
2349,1197051.9959649816
2350,1453859.065110997
2351,1251390.6758024653
2352,1151746.1609169017
2353,1440250.5303296107
2354,1386826.9178915243
2355,1345160.0729033237
2356,1309499.7272709268
2357,1278261.7624500121
2358,1057152.3475917433
2359,1400998.4374219119
2360,1297474.5953116347
2361,1270773.9080128053
2362,1334788.604347288
2363,1145433.364181325
2364,1405776.6430453155
2365,1217148.480712087
2366,1241800.3464936623
2367,1481006.3346688747
2368,1436281.4183766556
2369,1136129.7192911324
2370,1387988.1552416552
2371,1387885.4160325443
2372,1261808.5724671856
2373,1312235.454061756
2374,1307081.8633817155
2375,1405539.2235272576
2376,1518261.7465470687
2377,1412694.3217422578
2378,1397434.090665329
2379,1579664.7712900767
2380,1444149.5178889667
2381,1425301.1958795632
2382,1057914.3204418398
2383,1328372.7928829545
2384,1511004.9516841338
2385,1391891.6893127724
2386,1237417.82262686
2387,1471118.4003034707
2388,1160560.0894259866
2389,1289692.8918089054
2390,1377668.0157725215
2391,1195199.2480879838
2392,1456148.8412051005
2393,1244033.221070372
2394,1432199.7467282917
2395,1118597.5125694033
2396,1259573.0029185682
2397,1558761.9606700174
2398,1206273.9012313231
2399,1174387.0622075025
2400,1500833.4772261472
2401,1443639.731624868
2402,1210099.619189424
2403,1042133.0430385161
2404,949815.1683502689
2405,1418799.7773069253
2406,1285025.3955081434
2407,1287783.3701377464
2408,1426361.6148114486
2409,1414605.2845606937
2410,1287903.4071794376
2411,1375475.99022701
2412,1387317.4083191932
2413,1341880.514487602
2414,1523439.8219123946
2415,1299444.277399172
2416,1405170.4151019866
2417,1317842.0667114141
2418,1439873.7046765918
2419,1112430.537378051
2420,1453080.2456183122
2421,1430380.551758133
2422,1373215.1578191184
2423,1004074.9410451659
2424,1211570.60182851
2425,1335807.8705041343
2426,1320872.4902205197
2427,1113504.1350672734
2428,1093448.120511868
2429,1328568.1285226662
2430,1370286.8287980144
2431,1361413.0794985269
2432,1162630.6584066912
2433,1540339.8624832116
2434,1158609.1408695334
2435,1221679.6309545415
2436,1378330.6469117359
2437,1419022.8799136044
2438,1412537.2651438569
2439,1392618.4813507039
2440,1185755.6605672415
2441,1212637.741624316
2442,1476459.7603711851
2443,1276710.9322146105
2444,1225084.4462221917
2445,1289377.356680322
2446,1467644.7564562997
2447,1513991.3937842238
2448,1493884.648526795
2449,1368145.1169056625
2450,1219900.4881467577
2451,1454734.77194186
2452,1012521.0719882182
2453,1351327.3546912142
2454,1462922.2181698026
2455,1477888.1260513798
2456,1068378.7520612646
2457,1401907.7477047618
2458,1421191.2193214737
2459,1243707.7357488053
2460,1419887.977081352
2461,1403010.5471783192
2462,1244118.6481673787
2463,1083679.5581520125
